Entry	Status	Protein names	Gene names
H9TS88	unreviewed	Plasma membrane calcium ATPase (Fragment)	PMCA
B3V947	unreviewed	Mannose-binding lectin (Fragment)	
A0A059UH79	unreviewed	BMP2/4 (Fragment)	
A0A2D0W5D5	unreviewed	Cytochrome b (Fragment)	cytb
A0A1S7IWL5	unreviewed	Fluorescent protein (Fragment)	MWE
A0A1S7IWN9	unreviewed	Fluorescent protein (Fragment)	CP
A0A2D0W561	unreviewed	Cytochrome b (Fragment)	cytb
A0A290QKJ2	unreviewed	NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2)	nad6
A0A059UDG4	unreviewed	BMP2/4 (Fragment)	
A0A5C1X4A6	unreviewed	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Fragment)	COI
B6DC07	unreviewed	PaxC (Fragment)	PaxC
Q9XLE5	unreviewed	Cytochrome b (Fragment)	cytb
H9TS14	unreviewed	Plasma membrane calcium ATPase (Fragment)	PMCA
A0A0A7RDX9	unreviewed	FP597 protein (Fragment)	FP597
B6DC37	unreviewed	PaxC (Fragment)	PaxC
A0A0B5E349	unreviewed	PaxC (Fragment)	PaxC
B3V953	unreviewed	Mannose-binding lectin (Fragment)	
V6B200	unreviewed	Proteolysis tag peptide encoded by tmRNA Propi_acnes_J139 (Fragment)	tmRNA Propi_acnes_J139
H9TRZ2	unreviewed	Plasma membrane calcium ATPase (Fragment)	PMCA
B6DC46	unreviewed	PaxC (Fragment)	PaxC
B6DCE5	unreviewed	PaxC (Fragment)	PaxC
H9TS55	unreviewed	Plasma membrane calcium ATPase (Fragment)	PMCA
A0A2D0W584	unreviewed	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Fragment)	COI
B6DC29	unreviewed	PaxC (Fragment)	PaxC
A0A059UD78	unreviewed	Carbonic anhydrase (EC 4.2.1.1) (Fragment)	
B6DC97	unreviewed	PaxC (Fragment)	PaxC
A0A2D0W521	unreviewed	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Fragment)	COI
B6DC49	unreviewed	PaxC (Fragment)	PaxC
Q8LU95	unreviewed	Cytochrome oxidase subunit III (Fragment)	
A0A2D0W558	unreviewed	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Fragment)	COI
A0A290QVC4	unreviewed	ATP synthase 8 (ATP synthase F0 subunit 8)	atp8
A0A290QKV5	unreviewed	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2)	nad1
H9TQY3	unreviewed	Plasma membrane calcium ATPase (Fragment)	PMCA
B6DC19	unreviewed	PaxC (Fragment)	PaxC
B6DC74	unreviewed	PaxC (Fragment)	PaxC
A0A1C9ZWF9	unreviewed	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Fragment)	
A0A1E1FFZ4	unreviewed	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Fragment)	
Q8LVN9	unreviewed	Cytochrome oxidase subunit III (Fragment)	
A3F9D8	unreviewed	Cytochrome b (Fragment)	cytb
A0A1C9ZWS4	unreviewed	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Fragment)	
A0A1D0A0J7	unreviewed	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Fragment)	
H9TRT5	unreviewed	Plasma membrane calcium ATPase (Fragment)	PMCA
H9TR11	unreviewed	Plasma membrane calcium ATPase (Fragment)	PMCA
A0A1E1FFZ7	unreviewed	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Fragment)	
Q8LVI3	unreviewed	Cytochrome oxidase subunit III (Fragment)	
Q8MM18	unreviewed	Mini-collagen (Fragment)	
A3F9F7	unreviewed	Histone H2A (Fragment)	
B6DC12	unreviewed	PaxC (Fragment)	PaxC
B6DC09	unreviewed	PaxC (Fragment)	PaxC
Q6SS50	unreviewed	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Fragment)	COI
A0A348AT70	unreviewed	Fluorescent protein (Fragment)	S MWE
A0A1S7IWG4	unreviewed	Fluorescent protein	M LWE
A0A348ATA9	unreviewed	Fluorescent protein (Fragment)	S MWE
B6DCA2	unreviewed	PaxC (Fragment)	PaxC
A0A348AT60	unreviewed	Fluorescent protein (Fragment)	S MWE
A0A348ASV2	unreviewed	Fluorescent protein (Fragment)	CP
A0A0S1RWT7	unreviewed	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Fragment)	COI
A0A348AT93	unreviewed	Fluorescent protein (Fragment)	S MWE
A0A348ATB7	unreviewed	Fluorescent protein (Fragment)	S MWE
A0A348AT40	unreviewed	Fluorescent protein (Fragment)	S MWE
A0A348AT38	unreviewed	Fluorescent protein (Fragment)	S MWE
A0A348ATC0	unreviewed	Fluorescent protein (Fragment)	S MWE
A0A1S7IWJ3	unreviewed	Fluorescent protein	CP
A0A348ATD2	unreviewed	Fluorescent protein (Fragment)	S MWE
A0A348ASX1	unreviewed	Fluorescent protein (Fragment)	CP
A0A348AT62	unreviewed	Fluorescent protein (Fragment)	S MWE
A0A348ASZ0	unreviewed	Fluorescent protein (Fragment)	CP
A0A348AT99	unreviewed	Fluorescent protein (Fragment)	S MWE
A0A0B5EBT8	unreviewed	PaxC (Fragment)	PaxC
A0A348AT95	unreviewed	Fluorescent protein (Fragment)	S MWE
A0A348ASY6	unreviewed	Fluorescent protein (Fragment)	CP
H9TQM3	unreviewed	Plasma membrane calcium ATPase (Fragment)	PMCA
A0A348ASW4	unreviewed	Fluorescent protein (Fragment)	CP
B6DCD7	unreviewed	Truncated PaxC (Fragment)	PaxC
A0A348ATC7	unreviewed	Fluorescent protein (Fragment)	S MWE
H9TRM3	unreviewed	Plasma membrane calcium ATPase (Fragment)	PMCA
B6DC65	unreviewed	PaxC (Fragment)	PaxC
A0A348ASW0	unreviewed	Fluorescent protein (Fragment)	CP
A0A348AT49	unreviewed	Fluorescent protein (Fragment)	S MWE
B3EWZ4	reviewed	Secreted acidic protein 2 (Fragment)	
B8UU59	reviewed	Polycystic kidney disease 1-related protein (Fragment)	
C0H691	reviewed	Small cysteine-rich protein 2 (Amil-SCRiP2) (SCRiP2)	
B7T7N1	reviewed	MAM and fibronectin type III domain-containing protein 2 (Fragment)	
A3F9F6	unreviewed	Histone H2B (Fragment)	
U5QSW3	unreviewed	NADH dehydrogenase subunit 4L (NADH-ubiquinone oxidoreductase chain 4L)	nad4L
Q9XLE9	unreviewed	Cytochrome b (Fragment)	cytb
L0ATY7	unreviewed	Alpha c G protein	
B5MFK3	unreviewed	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Fragment)	COX1
L0AUB3	unreviewed	Alpha q G protein	
Q9NBX3	unreviewed	PaxC homeodomain protein (Fragment)	
U5QSQ3	unreviewed	ATP synthase subunit a	atp6
U5QP86	unreviewed	NADH-ubiquinone oxidoreductase chain 4 (EC 7.1.1.2)	nad4
L0ATA5	unreviewed	Alpha o G protein	
Q8MUZ3	unreviewed	Mini-collagen (Fragment)	
U5QPC8	unreviewed	Cytochrome c oxidase subunit 2	cox2
Q8M199	unreviewed	Cytochrome oxidase subunit III (Fragment)	
D7PPM4	unreviewed	Caspase 8	casp8
A0A089NAD1	unreviewed	PaxC (Fragment)	PaxC
A0A089NAT3	unreviewed	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Fragment)	COX1
U5QPC5	unreviewed	NADH:ubiquinone reductase (H(+)-translocating) (EC 7.1.1.2)	nad2
A0A2P1M5N4	unreviewed	Cytochrome b (Fragment)	CYTB
U5QSP7	unreviewed	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2)	nad5
S4VNI8	unreviewed	ATP synthase subunit a (Fragment)	
H9TQS3	unreviewed	Plasma membrane calcium ATPase (Fragment)	PMCA
H9TR96	unreviewed	Plasma membrane calcium ATPase (Fragment)	PMCA
U5QSV9	unreviewed	NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2)	nad6
U5QP34	unreviewed	Cytochrome c oxidase subunit 3	cox3
U5QSR0	unreviewed	NADH-ubiquinone oxidoreductase chain 3 (EC 7.1.1.2)	nad3
A0A3G1PSE9	unreviewed	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Fragment)	COI
