ID,DOI,Title,Date,Keywords,Abstract,Language
STUDI-PERTUMBUHAN-DAN-SURVIVAL-RATE-PADA-TRANSPLANTASI-KARANG-Acropora-sp-DI-PANTAI-KONDANG-MERAK-KABUPATEN-MALANG,NA,STUDI PERTUMBUHAN DAN SURVIVAL RATE PADA TRANSPLANTASI KARANG Acropora sp. DI PANTAI KONDANG MERAK KABUPATEN MALANG,NA,"Acropora,Coral,Kondang Merak Beach,South of Java Sea,axial corallite","Kerusakan terumbu karang yang disebabkan oleh faktor alam atau antropogenik telah banyak dilaporkan di seluruh dunia selama dua dekade terakhir. Perlu usaha aktif untuk memperbaiki potensi kerusakan karang agar tidak semakin rusak. Salah satu upaya yang dianggap perlu dilakukan yaitu rehabilitasi ekosistem terumbu karang, yang meliputi transplantasi karang dan pembuatan terumbu buatan (artificial reef). Pada penelitian ini digunakan metode transplantasi karang sebagai upaya rehabilitasi karang di Kondang Merak. Tujuan penelitian ini adalah mengetahui pertumbuhan (diameter, bobot, pertambahan axial dan radial) pada karang yang ditransplantasikan di Pantai Kondang Merak Malang dan untuk mengetahui tingkat kelulus-hidupan dari karang transplant. Berdasarkan penelitian yang telah dilakukan dapat disimpulkan bahwa, pertumbuhan karang tertinggi ditemukan pada karang Acroporaformosa dan pertumbuhan terendah pada karang A. secale. Berat tertinggi rata-rata pada spesies karang A. secale dan berat terendah pada A. hyacinthus. Jumlah axial koralit pada A. hyacinthus adalah 18 dan memiliki jumlah percabangan rata-rata 1. Pada karang A. formosa rata-rata pertambahan axial koralit adalah 25 dan pertambahan titik percabangan 3 setiap bulan. A. secale memiliki pertambahan axial koralit 1 dan percabangan rata-rata 1 per bulan. Tingkat kelangsungan hidup karang Acropora transplatasi pada kedalaman 1,5 adalah 89% .",id
Four-year-old-Caribbean-Acropora-colonies-reared-from-field-collected-gametes-are-sexually-mature,10.5343/bms.2015.1074,Portraits of Marine Science,NA,NA,NA,NA
Masterthesis_RomanSchroeder_976583,NA,Quantification of coral bleaching responses,NA,NA,"Since this thesis was only possible due to numerous people, I want to use this opportunity to thank those who supported me. I am grateful to my internal reviewer Prof. Dr. Chrystelle Mavoungou who has kindly agreed to be my internal supervisors at Hochschule Biberach. My special thanks are dedicated to Dr. rer. nat. Anna Roik who enabled and guided me with her kind nature throughout my work. I highly appreciate that she put her trust in me and let me participate in her field of research.",en
40-1-23,NA,Different coral compositions reflect contrasting environmental patterns of inshore and offshore reef habitats in Thailand,NA,"coral community,terrestrial influence,Andaman Sea,Satun Province,turbidity","Studies of inshore and offshore coral reef systems usually conclude that there are fundamental differences between them assuming that terrigenous influences diminish with distance from the mainland. However, with few exceptions reefs in Thailand are fringing reefs around continental islands, whether inshore or offshore. We describe patterns in coral community composition along a 70 km transect from the mainland to offshore islands in the southern Andaman Sea. We found that coral assemblages are comprised of two basic types. Differences in coral assemblages were associated with obviously different environmental conditions, including underwater visibility and level of suspended matter, which were not always aligned with distance from the mainland. While reef communities were quite variable between sites, the inshore coral assemblages tended to be characterized by higher numbers of Montipora, Pectinia, Podabacia, and Acropora compared to reefs around offshore islands. Offshore reefs were characterized by a relatively high number of Lobophyllia and Plerogyra colonies. The expected relationship between water quality and sensitive indicator groups like Acropora did not materialize with Acropora and Montipora being more common inshore. While there were strong inshore-offshore reef habitat differences in environmental conditions and reef communities in southern Thailand, they were not consistent with expectations from the literature.",en
Dar_2018,10.11648/j.ijee.20180301.13,"The Contributions of Flashfloods on the Heavy Metals Incorporations Within the Coral Skeletons at Gulfs of Suez and Aqaba, Egypt","January 19, 2018","Flash Floods,Coral Reefs,Suez Gulf,Aqaba Gulf,Heavy Metals,Coral Skeletons,Bioaccumulation Tendency","Heavy metals incorporation within the hard skeletons of 16 hard coral species collected from the tidal flats off five wadis along the eastern side the of Gulf of Suez and western side of Aqaba Gulf were measured using Atomic Absorption Spectrophotometer (AAS). The selected wadis were intensively affected by the temporary intensive flashfloods. The highest averages of Fe, Mn, Cu, Ni, Co and Cd were recorded in the skeleton of Acropora forskali (2211.93; 57.85, 35.32 and 55.15, 4.70 and 1.72 µg/g respectively) at W. Isla in the eastern bank of Suez Gulf meanwhile the lowest averages of Fe, Mn, Cu were observed in Acropora yongei (142.59; 2.70 and 0.02µg/g) at W. Muqebla and the lowest Ni (2.85µg/g) was recorded at W. Watir in the western side of Aqaba Gulf. Stylophora pistillata showed the highest average of Zn (108.63µg/g) at W. Gharandel in the eastern side of Suez Gulf and the lowest value was recorded in Acropora pharaonis (2.17µg/g) at W. Muqebla. Pb showed the highest average in Acropora variables (32.88µg/g) at W. Kid at the western part of Aqaba Gulf and it was not detected in Montipora sp. at W. Isla and Porites sp. at W. Kid. The hard coral skeletons showed significantly high concentrations of (Fe, Mn, Cu, Pb, Ni, Co and Cd) at W. Isla and W. Gharandel along the eastern side of Suez Gulf. It is obvious that the studied coral species have variable tendencies to accumulate the heavy metals within their skeletons. In general, the coral species collected from Gulf of Suez wadis recorded high to significantly high bio-accumulation tendencies indicating to remarkable contributions of the land based activities (mining and oil exploration activities). The recorded heavy metals along Aqaba Gulf were significantly attributed to the flashfloods. The differential abilities of coral species showed that; S. pistillata at W. Gharandel along the eastern side of Suez Gulf has the highest bioaccumulation tendencies toward Zn (2.12), Pb (3.94), Ni (35), Co (1.60) and Cd (5.47) but Platygyra sp. has the highest bio-accumulation tendency towards Ni (3.53). The Gulf of Aqaba wadis showed the minimized bioaccumulation tendencies for the different coral species relative to the investigated coral species at Suez Gulf wadis except Acropora variables at W. Kid (1.22) for Pb and Acropora digitifera at W. Watir (1.25) for Ni.",en
IZ_1982_Cairns_Antarctic_SCL,NA,"Biology of the Antarctic Seas XI Antarctic Research Series, Volume 34, Paper 1, Pages 1-74 ANTARCTIC AND SUBANTARCTIC SCLERACTINIA",NA,NA,"The 37 species of Scleractinia known from the Antarctic and Subantarctic regions are described, mapped, and illustrated, including the description of 6 new species. Two more species, one of them new, from waters closely adjacent to the Subantarctic regions are also considered, as well as 4 previously published records of Scleractinia of uncertain identity. A chronological, annotated list of all papers dealing with Antarctic Scleractinia is provided. A zoogeographic analysis describes common patterns of species distributions, and the faunas of various geographic areas are discussed. Scleractinia from South Pacific seamounts, some of which may form deepwater coral banks, are particularly noted.",en
Studies-on-survival-and-growth-rate-of-transplanted-Acroporidae-in-Gulf-of-Kachchh-Marine-National-Park-India-SpringerLink,(DigitalObjectIdentifier):10.1007/s11852-016-0465-5,"Studies on survival and growth rate of transplanted Acroporidae in Gulf of Kachchh Marine National Park, India Journal of Coastal Conservation",05 November 2016,NA,"Fragments of live colonies of scleractinian coral Acropora sp. and Montipora sp. under the family Acroporiidae were collected from Gulf of Mannar and transplanted in Pirotan, Narara and Mithapur reefs of Gulf of Kachchh Marine National Park. All the transplanted corals survived one complete season and it was observed that 87 nubbins out of the total 110 samples survived in Narara reef and 70 nubbins out of 102 samples stayed alive in Pirotan Island. Growth rate was measured for four months period, and it was found maximum in Narara reef, while minimum in Pirotan Island. The rate of sedimentation was higher during monsoon and low in winter season. Present study showed that species of Acropora and Montipora are suitable for transplantation in Gulf of Kachchh",en
57eaefc508ae91a0c8d3f38d,NA,Reproduction and Distribution of Two Species of Goniastrea (Scleractinia) from the Great Barrier Reef Province,NA,NA,"The reproductive biology of Goniastrea a~pera at Magnetic Island was compared with that of a very similar sympatric species, G.favulus as reported by Kojis and Quinn at Heron Island. The development of gametes was similar in both species, but there was no evidence for an adolescent protandrous period of development in G. aspera such as that recorded for G.favulus at Heron Island. Other reproductive differences between the two species were found in egg size and the mode of spawning. The eggs of G. aspera are smaller and more numerous than those of G.favulus. Goniastrea aspera expelled buoyant packets of eggs and sperm, while G.favulus had sticky sinking eggs which were released separately from the sperm. The spatial pattern of the two species was examined on the reef flat at Magnetic Island to determine whether the observed differences in spawning behaviour and egg buoyancy might have an effect on egg retention and the distribution of adult colonies. The results of this comparison failed to detect any difference in the degree of aggregation of the two species. This is not the result which would be expected if sticky sinking eggs helped retain developing larvae in the vicinity of the adult. These results, together with evidence from a wide range of coelenterates and observations on the larvae of G. aspera point to post spawning larval behaviour as the most likely factor in determining where these species will settle.",en
2020.64-70,NA,"Condition of coral reefs in East Belitung, Bangka Belitung Islands, Indonesia",NA,"coral condition,coral coverage,coral diversity,GIS analysis,Scleractinia","Belitung Island has abundant fishery resources. In terms of the coastal ecosystem, Belitung Island has three crucial components, namely the mangrove, seagrass, and coral reef ecosystems. The purpose of the present study is to examine the diversity of coral reefs in the coastal areas of the eastern part of Belitung Island. Sampling locations are in Pekandis Island, Gosong Semut, and Keran Island. The results show that the diversity of coral reef in this region is medium based on the Shannon-Wiener Diversity Index. High evenness of species distribution and no dominant species was indicated. This study concludes that coral reef in East Belitung was not affected by external factors at the time of study, but new studies are needed.",en
578fe50108ae0831552a6692,NA,Supplementary Information for: A unique coral biomineralization pattern has resisted 40 million years of major ocean chemistry change,NA,NA,Localities for Recent and fossil corals Acropora represents a major component of modern reef coral diversity. Representatives of the,en
2000_Cairns_Shallow_Water_Ahermatypes_pg_1-34,NA,A REVISION OF THE SHALLOW-WATER AZOOXANTHELLATE SCLERACTINIA OF THE WESTERN ATLANTIC by,NA,"Iinrlrtr~rdi,n,sp S anrlnvlonui mom&,n,suhsp. Family Flabellidae Flnhell~rnfl~danum (:aims,1981 lnuonia rnillrti (Ducbasaing & Michelotti,1864) Palymyr~.~fra~'lis (Pourtalis,1868 C. minmWells,1973 Family Dendrophylliidae Dnlariophvllio Jlondano Pnurta1i.s. 1868 K ~yn1hoidr.r (Poortales,1871) Sclemaioia,azoo-thellate","Historic:$l Restm~e Material and Mrlhodr Material Metllods T.ist of ahhreviatiuns Station List Zoog~""griq,hy Pactems of Distribution Faunistic Affinities S p~r i e s Accollnt Family Podoporidae Mndrnnr asprrv'in Milnr Edward k IIairnr, 1849 M b r u u~~m n n n t (Ridley, 1881) M , rnyeurtn (Milns Edwards k H a i m~, 1849) M l~hhnmiir fbma pbnrencir (Ilrllrr. 1868) Family Rhizan@dae A.$lr,~n@n ralriak (I.csnror, 1817) A. m l b b u n i V x~t~h a n , 1906 A. porulaln (Ellis k Solandel 1786) Family Oculinidae iWodrepmn cnrnlinn (Pourcalis. 1871",en
b-02,10.3233/978-1-61499-611-8-220,<<Taikichiro Mori Memorial Research Fund>> Graduate Student Researcher Development Grant Application Form for the Academic Year 2018 Research Project A multispectral Method With Environmental-Semantic Computing and Interpretation for Ocean Health Monitoring System using Acropora Coral as a Bioindicator,NA,"Global Environmental Analysis,Multispectral image,Semantic computing,Corals,Coral health monitoring","Research Overview This study aims to realize and interpret coral reefs phenomena and changes occurring that happening in global scale by utilizing Acropora coral as a bioindicator. This research combines the concept of multispectral method and semantic computing to monitor ocean pollution by recognizing the coral condition and seawater quality based on the spectral feature. Our method proposes the semantic space creation based on natural-sensing and professional knowledge which can be interpreted the ocean condition using multimedia data (coral images and water parameters). The basic method of this research presented in The 28th International Conference on Information Modelling and Knowledge Bases, (EJC 2018) on June 4-8, 2018 at Riga, Latvia, in the title of ""An environmental-semantic computing system of multispectral imagery for coral health monitoring and analysis"" Research Background Ocean pollution not only puts biodiversity at risk and but also affects economic activities, such as fisheries, aquaculture and tourism. Many scientists have been working on monitoring methods and technologies to alert the public authorities but the current methods that used for the detection of ocean pollution are expensive and take up several days to notify the users. Therefore, This study is looking to develop an real-time monitoring system for ocean pollution based on coral health condition and seawater quality in order to effectively and quickly detect pollution in oceans. This study presents a new environmental-semantic computing system of underwater multispectral imagery for coral health monitoring and water quality analysis using spectral feature. To realize this method, two main approaches can be identified: 1) To monitor coral condition based on multispectral image analysis and semantic computing concept and 2) To apply the concept of Sensing-Processing-Actuation (SPA) Process of Cyber-Physical Systems (CPS) to support global coral reefs monitoring and analysis. As one of the analyzing functions, our system applies a semantic associative computing based on the Mathematical Model of Meaning(MMM) and multi-dimensional space to create ""Global-Ocean Environment-Analysis"". Significance of Research The main feature of our system is to realize semantic-search among coral reef-semantic spaces with multispectral databases (image and water spectral reflectance). The main feature of our system is to realize semantic-search among coral reef-semantic spaces with multispectral image databases. In our system, semantic associative search is realized in the 8-dimensional orthogonal multispectral semantic space with semantic projection functions. This space is created for dynamically computing semantic equivalence or similarity between coral image data resources and seawater quality parameters. This system utilize Acropora coral multispectral data and seawater quality (DO, Ocean acidification(pH), Turbidity, and Suspended Solid) to create a real-time environmental monitoring from actual location by using SPA (sensing, processing, and actuation) and the 5D World Map System, as an knowledge and analytic results sharing platform to report the global ocean condition. Research Approach This study applies the environmental-semantic space integration to realize deep ocean environmental analysis. In the design of this system, the main issue is to integrate the several environmental aspects and analyze environmental data resources with semantic interpretation. In this study, we present an environmental semantic computing system to realize integration and semantic-search among environmental semantic with seawater quality and coral image database which is the effective tool for ocean health monitoring system. According to our proposed method, spectral feature is the main characteristic of seawater and coral image data. This system acquires the spectral feature from the multispectral image and seawater spectral reflectance. Then, we apply a concept of semantic computing method with spectral feature by creating the multi spectral semantic image space in colors-based multidimensional semantic-image space related to semantic associative search method. The multi spectral semantic image space represents a semantic projection function for dynamically computing semantic equivalence, similarity and difference between multi spectral images and linguistic words. However, To realize and explain ocean environmental changes, we integrate two ""environmental-semantic space"" as (1) Multispectral image space, and (2) Seawater quality space in 8 dimensions"" which compose of four spectral channels (Red channel, Green channel, Blue channel, and Infrared) and four water parameters (DO, Ocean acidification(pH), Turbidity, and Suspended Solid). This environmental-semantic space able to realize and interpret ocean pollutions and conditions based on the coral health and seawater situation. This research also applies SPA function which can be allowed the users to get real-time coral monitoring and analysis. SPA function is highly effective to detect environmental phenomena as real data resource in physical space and",en
Quantification-of-dimethylsulfoniopropionate-DMSP-in-Acropora-spp-of-reef-building-coral-using-mass-spectrometry-with-deuterated-internal-standard,10.1029/2010GB003850,Quantification of dimethylsulfoniopropionate (DMSP) in Acropora spp. of reefbuilding coral using mass spectrometry with deuterated internal standard,4 November 2016,"coral reefs,DMSP,isotope dilution mass spectrometry,headspace gas chromatography,liquid chromatography","Dimethylsulfoniopropionate (DMSP) in scleractinian coral is usually analysed indirectly as dimethylsulfide (DMS) using gas chromatography (GC) with a sulfurspecific detector. We developed a headspace GC method for mass spectral analysis of DMSP in branching coral where hexa-deuterated DMSP (d 6-DMSP) was added to samples and standards to optimise the analytical precision and quantitative accuracy. Using this indirect HS-GC-MS method we show that common coral sample handling techniques did not alter DMSP concentrations in A. aspera, and that endogenous DMS was insignificant compared to the store of DMSP in A. aspera. Field application of the indirect HS-GC-MS method in all seasons over a five-year period at Heron Island in the southern Great Barrier Reef indicated that healthy colonies of A. aspera ordinarily seasonally conserve their branch tip store of DMSP; however, this store increased to a higher concentration under extended thermal stress conditions driven by a strong El Niño Southern Oscillation event. A liquid chromatography mass spectral method (LC-MS) was subsequently developed for direct analysis of DMSP in branching coral, also utilising the d 6-DMSP internal standard. The quantitative comparison of DMSP in four species of Acropora coral by indirect HS-GC-MS and direct LC-MS analysis gave equivalent concentrations in A. aspera only; in the other three species HS-GC-MS gave consistently higher concentrations, indicating that indirect analysis of DMSP may lead to artificially high values for some coral species.",en
Lineages-of-Acropora-staghorn-corals-in-the-Oligocene-to-Miocene-of-Florida-and-SW-Georgia-USA,10.4435/BSPI.2020.15,Lineages of Acropora (staghorn) corals in the Oligocene to Miocene of Florida and SW Georgia (USA),NA,"Acroporidae,Suwannee Limestone,Arcadia Formation (Tampa Member),coral reefs,climate change,Atlantic corals","The staghorn coral genus Acropora is the most diverse living genus of reef-building corals. From earliest records around the K-Pg event, the genus has a geo-history of strongly persistent morphological lineages, dating from 49 Mya to present and extending across the Eocene of England and Europe, Oligocene to early Miocene of Europe, Oligocene to present in the western Atlantic, and late Paleogene to present reef-bearing areas in the Indo-Pacific. Because of these records and the usually well-preserved Acropora fossils, it is regarded as an exemplar for studying modern diversity and distribution of reef corals and predicting their response to future climate change. Here we examine previously undocumented diversity of Acropora species groups present in Oligocene and Miocene (Suwannee Limestone and Tampa Member of the Arcadia Formation, respectively) deposits in Florida and southern Georgia, USA. We find evidence of both species-group lineages from the European region and novel, probably unique Atlantic lineages. Of 11 extant species-group lineages first present in the Eocene to Miocene of the European region, seven are present in this American material, including the cervicornis group, never recorded in the Indo-Pacific and now extant only in the western Atlantic. Two as yet undescribed species in the samples and the known species Acropora tampaensis Weisbord, 1973 could not be matched within the 19 species groups recognised in extant Acropora, and these may be lineages uniquely developed and lost in the Americas. The two species in the cervicornis species group, both now categorised as critically endangered, are the only surviving representatives of the family Acroporidae, which was previously represented by five genera in the western Atlantic. Acropora species from Florida and Georgia reefs clearly played a substantive role in the continuation and diversification of Acropora species groups during the Oligocene-Miocene in the western Atlantic and it is possible that this contributed to the success of the genus in the Indo-Pacific, as well as cervicornis group as a critical environmental feature of western Atlantic reefs. Species group Main visible characteristics humilis Radial corallites short, thickened tubular with dimidiate openings, evenly sized or two sizes. Coenosteum throughout reticulate with laterally flattened spinules, sometimes reticulo-costate. Colonies corymbose or digitate, branch diameter axial dominated. cervicornis Radial corallites approximately tubo-nariform, evenly sized. Coenosteum reticulate between, costate on radial corallites, with laterally flattened spinules more or less in lines (costae). Colony shape various, branch diameter axial dominated. robusta Radial corallites dimorphic, one form long tubular with dimidiate opening, the other subimmersed. Coenosteum reticulate between, costate on radial corallites. Colonies sub-arborescent, branch diameter axial dominated. aspera Radial corallites labellate, upper wall absent, lower wall developed into a flaring lip, evenly sized or two sizes. Coenosteum open reticulate with few simple spinules between radial corallites, costate on radial corallites. Colonies corymbose or arborescent, branch diameter axial dominated. florida Radial corallites appressed tubular with thickened lip-like lower wall and round openings, evenly sized. Coenosteum between radial corallites reticulate and simple, with few simple spinules, on radial corallites costate or reticulo-costate. Colonies based on simple hispidose branching, branch diameter 50/50 axial: radial. elegans Radial corallites tubular or appressed tubular, evenly sized, sometimes alternate-sympodially arranged on the branch. Coenosteum throughout formed by elaborate spinules, densely to moderately densely arranged. Colonies with light structure, mostly horizontal branching and sparsely arranged branches, branch diameter axial: radial domination various. horrida Radial corallites simple tubular with round openings, evenly sized. Coenosteum throughout with simple to moderately elaborated spinules, parts of coenosteum fused. Colonies arborescent to hispidose, branch diameter 50/50 axial: radial. Tab. 2-Main characteristics of the seven modern Acropora species groups that could be recognised in the fossil fragments examined and allow comparison with material from other fossil studies, in",en
15paxton---2015---zygote---effect-of-elevated-temperature-on-fecundity-and,10.1017/S0967199415000477,Effect of elevated temperature on fecundity and reproductive timing in the coral Acropora digitifera,9 September 2015,"Acropora digitifera,Climate change,Corals,Gametogenesis,Spawning","The synchrony of spawning is of paramount importance to successful coral reproduction. The precise timing of spawning is thought to be controlled by a set of interacting environmental factors, including regional wind field patterns, timing of the sunset, and sea surface temperatures (SST). Climate change is resulting in increased SST, which is causing physiological stress in corals and could also be altering spawning synchrony and timing. In this study, we examined the effect of increasing seawater temperature by 2°C for 1 month prior to the predicted spawning time on reproduction in the coral Acropora digitifera. This short period of elevated temperature caused spawning to advance by 1 day. In animals incubated at elevated temperature, egg number per egg bundle did not change, however, egg volume significantly decreased as did sperm number. Our results indicate that temperature is acting both as a proximate cue to accelerate timing and as a stressor on gametogenesis to reduce fecundity. This finding suggests that increasing SSTs could play a dramatic role in altering reproductive timing and the success of corals in an era of climate change.",en
2018.1792-1798,10.1088/1755-1315/47/1/012019,NA,NA,"coral reef,growth rate,seaweed culture,spacing,depth","The cultivation activity of seaweed Kappaphycus alvarezii may threaten the coral reefs. This study aimed to describe the effect of K. alvarezii seaweed cultivation activities on the growth and survival of coral Acropora muricata. The study was conducted using floating seaweed cultivation at two different water depths; 2 m and 5 m with space cultivation of 10 cm, 20 cm, 30 cm and control for each station. The results showed that the highest growth rates of stations I, II, and III (0.033±0.0020 cm, 0.040±0.0011 cm, 0.052 cm±0.0004), respectively and 0.052 ± 0.0004 cm in the control (2 m depth). While the lowest at stations I, II, and III (0.014±0.0014 cm, 0.019±0.0003 cm, 0.022±0.0005 cm) respectively, with the space of 10 cm at depth of 2 m. Two cultivation treatments with spacing and depth significantly affected the growth rate of A. muricata. Even though 5 m depth showed 100% of the survival rate of coral, the cultivation of K. alvarezii at depth level the coral reef ecosystem at a depth of 2 m negatively effect on A. muricata compared to 5 m.",en
EEC-5,NA,"Survival and growth of Acropora millepora coral fragments transplanted in turbid water of Sepulu, Bangkalan -Madura",NA,"Survival,Growth,Acropora millepora,Turbid water,Coral transplantation,Artificial reef","Turbidity and sedimentation are well known to be one of the major factors that limit the growth and development of Scleractinian corals, either in natural reef or transplanted coral for rehabilitation purpose. This study is aimed to access the survival and growth rate of Acropora millepora coral fragments transplanted on dome-shaped concrete artificial reef in the turbid coastal waters of Labuhan, Sepulu, Bangkalan-Madura. Ten units of dome-shaped concrete artificial reef containing 6 coral fragments deployed on the seafloor at depth ±3.5 meter in two different location (NW and NE) with relatively different turbidity. The observation of survival and growth rate were monthly basis; conducted in situ with Scuba diving technique. After 5 months, the results show that survival of corals was higher in NE location (92.22%) compared to NW location (88.89%). The growth rate of the corals was significantly differed (independent t-test, p = 0.001 at  = 0.05) with NE location have higher growth rate compared to NW (1.948±0.276-1.748±0.285 cm/month, respectively).",en
Potential-Locations-of-Marine-Tourism-in-Pasumpahan-Island-Padang-City-Indonesia,10.21660/2020.72.ICGeo5,"A POTENTIAL LOCATIONS OF MARINE TOURISM IN PASUMPAHAN ISLAND, PADANG CITY -INDONESIA",NA,"Potential,Substrate,Marine tourism,Smalls island,Pasumpahan -Padang","The purpose of this study was to determine the condition of the underwater substrate and the location that has the potential to be developed as marine tourism (snorkelling) in Pasumpahan Island, Padang city. The research method used scoring assessment the suitability parameters of marine tourism with weighting the score. The location in this research was Pasumpahan Island waters based on waters brightness, beach type, lifeform, and underwater substrate. Based on the results of the study it can be concluded that 1) the basic substrate of Pasumpahan Island waters is a living coral area of 63,900 m² with a percentage of 25.81%, dead coral covering 75,600 m² with a percentage of 30.54%, and sand covering 108,000 m² with a percentage of 43.63 %; and 2) Pasumpahan Island has a suitability category for snorkelling tours as follows, quite suitable category (S2) with an area of 64,859 m², very suitable category (S1) with an area of 117,276 m².",en
Acropora palmata - Elkhorn Coral,NA,"Acropora palmata (Elkhorn Coral) Order: Scleractinia (Stony Corals) Class: Anthozoa (Corals and Sea Anemones) Phylum: Cnidaria (Corals, Sea Anemones and Jellyfish",NA,NA,NA,NA
